code,positive,seed,n,k,status,left,right,error
coco_488,False,201,31,1,success,css:0010010000000000000000000100100/0000000000100100000001000001000/0000000000001001000000010000001/0100100000000000000000001010000/0000001100000010100000000000000/0000000011000000001010000000000/0000000000000000000100100100100/0001000000110100000000000000000/0000100000000000000001000011000/0000011000001001100000100000110/0000000010000000001000010000001/1001000100100010000001001010000/1000001100000000000000000000010/0100000011000011100000001000001/0010000000000000010100000100000|0010010000000000000000000100100/0000000000100100000001000001000/0000000000001001000000010000001/0100100000000000000000001010000/0000001100000010100000000000000/0000000011000000001010000000000/0000000000000000000100100100100/0001000000110100000000000000000/0000100000000000000001000011000/0000011000001001100000100000110/0000000010000000001000010000001/1001000100100010000001001010000/1000001100000000000000000000010/0100000011000011100000001000001/0010000000000000010100000100000,stb:00100100000000000000000001001000000000000000000000000000000000/00000000001001000000010000010000000000000000000000000000000000/00000000000010010000000100000010000000000000000000000000000000/01001000000000000000000010100000000000000000000000000000000000/00000011000000101000000000000000000000000000000000000000000000/00000000110001000010100000000000000000000000000000000000000000/00000000000000000001001001001000000000000000000000000000000000/00010000001101000000000000000000000000000000000000000000000000/00001000000000000000010000110000000000000000000000000000000000/00000110000010011000001000001100000000000000000000000000000000/00000000100000000010000100000010000000000000000000000000000000/10010001001000100000010010100000000000000000000000000000000000/10000011000000000000000000000100000000000000000000000000000000/01000000110001111000000010000010000000000000000000000000000000/00100000000000000101000001000000000000000000000000000000000000/00000000000000000000000000000000010010000000000000000000100100/00000000000000000000000000000000000000001100100000001000001000/00000000000000000000000000000000000000000001001000000010000001/00000000000000000000000000000000100100000000000000000001010000/00000000000000000000000000000000000001100000010100000000000000/00000000000000000000000000000000000000011000000001010000000000/00000000000000000000000000000000000000000000000000100100100100/00000000000000000000000000000000001000001110100000000000000000/00000000000000000000000000000000000100000000000000001000011000/00000000000000000000000000000000000011000001001100000100000110/00000000000000000000000000000000000000010000000001000010000001/00000000000000000000000000000001001000100100010000001001010000/00000000000000000000000000000001000001100000000000000000000010/00000000000000000000000000000000100000011000011100000001000001/00000000000000000000000000000000010000000000000010100000100000,
coco_488,False,94,31,1,success,css:0010010000000000000000000100100/0000000000100100000001000001000/0000000000001001000000010000001/0100100000000000000000001010000/0000001100000010100000000000000/0000000011000000001010000000000/0000000000000000000100100100100/0001000000110100000000000000000/0000100000000000000001000011000/0000011000001001100000100000110/0000000010000000001000010000001/1001000100100010000001001010000/1000001100000000000000000000010/0100000011000011100000001000001/0010000000000000010100000100000|0010010000000000000000000100100/0000000000100100000001000001000/0000000000001001000000010000001/0100100000000000000000001010000/0000001100000010100000000000000/0000000011000000001010000000000/0000000000000000000100100100100/0001000000110100000000000000000/0000100000000000000001000011000/0000011000001001100000100000110/0000000010000000001000010000001/1001000100100010000001001010000/1000001100000000000000000000010/0100000011000011100000001000001/0010000000000000010100000100000,stb:00100100000000000000000001001000000000000000000000000000000000/00000000001001000000010000010000000000000000000000010000000000/00000000000010010000000100000010000000000000000000000000000000/01001000000000000000000010100000001000000000000000000000000000/00000011000000101000000000000000000000000000000000000000000000/00000000110000000010100000000000000000000000000000001000000000/00000000000000000001001001001000000000000000000000000000000000/00010000001101000000000000000000000000000000000000000000010000/00001000000000000000010000110000001000000000000000010000000000/00000110000010011000001000001100000000000000000000000000000000/00000000100000000010000100000010000000000000000000000000000000/10010001001000100000010010100000001000000000000000010000010000/10000011000000000000000000000100000000000000000000000000000000/01000000110000111000000010000010000000000000000000000000000000/00100000000000000101000001000000000000000000000000000000000000/00000000000000000000000000000000010010000000000000000000100100/00000000000000000000000000000000000000000100100000001000001000/00000000000000000000000000000000000000000001001000000010000001/00000000000000000000000000000000100100000000000000000001010000/00000000000000000000000000000000000001100000010100000000000000/00000000000000000000000000000000000000011000000001010000000000/00000000000000000000000000000000000000000000000000100100100100/00000000000000000000000000000000001000000110100000000000000000/00000000000000000000000000000000000100000000000000001000011000/00000000000000000000000000000000000011000001001100000100000110/00000000000000000000000000000000000000010000000001000010000001/00000000000000000000000000000001001000100100010000001001010000/00000000000000000000000000000001000001100000000000000000000010/00000000000000000000000000000000100000011000011100000001000001/00000000000000000000000000000000010000000000000010100000100000,
coco_666,True,89,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,css:0000010000000010000000000100111000000/0001000000000010010000000000010100010/0000101000011000000100100001000001000/0010010100100010110000100001101100011/0000111100000000010100000000001001011/0010111101100110100001000110111100010/1101101101000100000000000000000010010/0011110010111000010001001001001000100/0110010000001010110110100001101100011/0001100001000100011001010001000000100/0110000100001000000010000000000001000/0001001110000010110101101100110101110/0001101101011101000110000000000011010/0001110000000010010001000101111000100/0000010010000000000000000100000000001/0011001001111000010000010001000010100/0000000000000010100000000000100100000/0110100100100101010101010011000011010|0000010010000000000000001000001000000/1010101110010001100100101101010100000/0000010011000110101000011000101100000/1110110100100010000100100010101011111/0000101001000100001000110001000000000/1000010101101001110101010000001110001/0101000100000001000000000000000000110/0010000010111010000000001100110000000/0010010010111000010000101101011000001/1010000110010001100100001100010100000/0000111010011110101101001000101111000/1110000100100001100010000000000100010/0000000000000000010000100101010000001/0000100100011110100001010011010010100/1100000000000001000010000000000000000/0011110010111100010001010111000010101/1101110111000111001111111100111001111/0000010010000000000000000100000000001,
coco_666,True,773,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,css:1100000010101100101100011000001100111/1010111000010010010011100010110101011/0100001110100000110111011001110100101/1000001000000000000000100010010100011/0101110101100110000110000000111001001/1000101100000100011011000001111101100/0000010001100000000100000000111100011/1100101111000001000011101001111110110/0110101001100001111100110001110000101/1010110000100001110100110000001000011/1001000011000001010111101011110110010/0000001000100001000100100010001000001/1100101111000001000111101100110110110/0010110000000000010000000000100001000/1000000010100000101100011000001100011/1110101011100001011000001001101100110/1010111101100101111111101001110011111/1000000000000000000100100000011100011|1110100110000101011111110101001111010/0101100100000000010000000000000000100/0101010001011010100100001000001001000/1110101110100100011011010111000111011/1111100000000000000011011000100111100/0111010101001000110100001000001011000/0010010000011010110111001000101000100/0111110101010010010011000000000010100/1010001100001100010011011001101111010/1101110101000000011000000000110000100/1111100000010010000000011000100111100/1010001100000000010011011111100111000/1011000000000100000011011000100010110/0101000110001000110000011000000101010/1011001000000101101011101111000111110/0101100100000110000010000000000101010/0010000100000000110111001000001110010/0000001000101100001000100001011000010,
coco_666,True,654,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,css:1100000010010110001011100000001000001/0000000000000101000101000010100000000/0000000010100010000000001000010001000/0111000011101010000010100000010100011/1000000000000000000000000000000010011/1101001100111000101110010110010100001/1001000100000010101101101100000000001/0000101001111010011110100110000000011/1001001100111010110001111111010100001/0000010000010101001100000010001000000/1101100001000000110010000001000010011/0111000011111010001110100010010100011/0000011000111011011110001010100001100/0001100110110001010001011011101011010/0101100100101110001110011000001111010/0100101001101010000000100101000000011/0001000000000000100000101100000001011/0100000000001000000010000000000100000|0101100110110010001010010000000001000/0101100001001111101011001010000110110/1111000111101110000011101000011111011/1001100000110001001001111000001000110/0101100100100000010010010001000001000/1000000100000000000000101000000001010/1001000100000000100000000100000000001/0101111011110101101001101001101111110/0001111011111001101010001001100001100/0101101100001001001000110011001000100/1001001110001000110010000100010000001/1001100110110110011000010001101011111/0000000000000001000101000010001000100/1100100000100000110011110101100011111/1111000111101010000010001000010101001/0000000000000010001101101000000000000/0101110011010101101001111001111111110/1100100000110000111111110111100011111,
coco_666,True,438,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,css:1101010111101011000100101011010100110/0000000000101000111000000000110000100/0000001011010110000010001101001011010/0010000000000000001000010000100000000/0000100010101000111001000001110000100/0111110101000100000100110001010001101/1100000000000100000100100000000010000/0000011000101010111000000000110000101/0000100110000010000000000010011001101/1110110100110000001000010101111001011/1100000001001100000101100111011011010/0000010111011111000100100011011010000/0011000101001010100010001100100000111/0000000001100000000010001000001000100/0111000000010000000000010000000010000/0000000010010000000000100011000010000/0000000000000000111000000000100000000/0100000000010100000100100000000100000|1111100100011101100101000110110000010/0111000010110100001000111011101010110/0010000000101000001000010000110000100/1101001000101011101001110011001011000/0011000100001001100000000100110000010/0111000010011100001010110111111010000/1101001100101001101001110011010011101/0000111010000000000111101111000001010/0101010010010010000100101111001010000/0111000100011101100110101000110100000/0010001000101111001101010111101001010/1100000000000100000100100000000010000/1000111100111001101010110011011000110/0101010110110111011011010100001101100/1111010001000010100000100100101010010/0000000100100101100111111011100111100/0000000010010000000000100011000010000/0111111000110100001101011000101011110,
coco_666,True,433,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,css:1110001010101000010000010001000001111/0101001001010111100101010000011010100/0101001001100101010111011010110010111/1101001010010010100010101010001011001/0100011010101000000000001000000001011/1010010000000001000001011000000001101/1001010100100111011001010101100110100/0000000001000110000100000000011000000/1111010100001001000001011100000101101/1101011011101101111001001000000101000/1010010000010000100000001100000101001/1111010110001111001001010101000101110/0000100000000000000100000010001000000/0101111000101000101100100011001101000/0101011000101000111000110000000100101/0000110001010000101000001100001100000/0110000010101000010001000001000010111/1110110000100000100100001010001101001|0010000011000010001000101010011000000/1101111101001001011111011110111111100/0100011100000000010001111100100101001/0000000000000000000001000001100001101/0101000010100000000000100000000000010/0111010001100100010001010000100000010/1110000000001001000110110111110111001/1011010100101000111000010100000000101/0000110001000000001000001000001000000/1110000000011001100110110011110011001/0000001110001110000000000000000010010/1110001100000001001000111100100101000/1000111001000001011111011010111011100/1110000000001001000000110101100111001/0000110000000110001100001000010000000/0000000000000000001001001000100001100/1011011000001110011001111010111000000/1001010111000101000110010011110011001,
coco_666,True,858,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,css:1111001010001000000101000111001010000/0100000001100010000000100010000000000/1111101110101010000111011010001010001/0000100100111100101011011110010001101/1111101101011010100110111001011011101/0001110111010100010001101100000001000/0001000000000000010100000000000100000/1010101001000000000001110000011010010/0000000000100000000100111101000111011/0010100011001110000000100010100001100/0110000000001101000001011110001010011/0000100011010010100001110110010001100/0000000001101110001101011110010111011/0001000001101000111010011101000001100/0000100100111000101110100000011110110/0001100000100010010000010101000010010/0110001010001000010000000010001110000/0010101010100111000000010101111000000|0111000100000000011110101000100101001/0110000100010000101010100000100001000/1001111100110011100111011101011000011/1010000100001000000011101111111001001/1101110011100110001101010101000000110/0001100001011011111100001000100110111/0011010100011000110011110011111011010/1100000010001100001001000111000000000/1000110100010110100011000010001000000/1101110101100010001111011101011000111/0111000000001100001100100000101001010/0100001110000101001010101000011001001/0001000000010001010010000000100011011/0000000000110100100001001011001000001/1010111001110111100001011111101000101/0000100001001011001100000000100100100/1011110111100110000111111101100001111/0110001111100111000010101010111000001,
coco_666,True,85,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,css:0000010000000000010000100010000000000/0010000000000001001000000000000000100/0100110001110001001011001010101010010/0110010010110000111100000000001111011/0000000010100100100110000100101100000/0010000010010000001000000000000100001/0000010010100100100100110100001100010/0001001000001010000001001001010000000/1000010001110001001000001011001000010/0001001000100100000010000100101000000/0001011000000100000011111101110000010/1000000000010000000010000000001000011/0001011000100100000011011111111001000/0110000010100001110100000010001111001/1000100111000000100000001001000010001/0000010011010000110001001001111011000/0000001010011000001000000100000000101/0000000000100000000001101011011001010|0000110100001110010010001101100001010/0000000000110001001000110010001000000/1000000010010100100110000100001100011/0010110110000101101110111101100100110/1010000010110101101100000100100100111/0000100100000000000000001001000000000/0000000000100000010010110000101001000/1100100001010000000011001000001010011/0000010001000001001001000010111000001/0100000000000000100100000000000010000/0010100110100101101110001101101100100/1011100111000010110000111101000111101/0001111100001010010010001001100001010/1010010010110001000001001011110100000/1000010000000001001011001011011000001/0010111100000110010010001001100101110/1001001010010000110100010010101100001/1011011010101110110101111111110101101,
coco_666,True,697,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,css:0000000100000100010000100001001000000/0110010110101011001111010111100010100/0000000100000100110000100110000011010/1010011011100111100000111100010010111/0001000000000111101111001101110110000/0010110111100101100000010010000100001/1000110010000001000010000000000000000/0000000000011010000000001000000000000/0000000001100110100100001001110110011/0011111110101010001111010111010010000/1110010001001000000001001100010001001/0011110010000001000000010000000000100/0000000001100110100100001001000000000/1010011111100011000000111110010010111/1100001011001100100001111000110000011/0011010111100100100000010010000100101/0010011110000100110101110111101010000/1110010101001000010101101011010010011|0001001001100100110000000000010000110/1010010010011110101111011101000001000/0010010011111101101110110001001100110/1011010001100000000001000100000101101/1000110011100011000010001000000000000/1110010011010110101111010101010001001/0001000101100100100001100110001100101/0001101000000101010000000111101001110/1010011000011110010000101111100000010/1011100000000011000010011000000100101/0000000000000100000100000110001011010/0001000001100000000000000000000100101/0001101000000001110100000110101001110/0000001000000100010000000111101001010/1011101001100101000010110011011000110/0000000010000000001010010000000000000/0101101000000001000000000000110000100/0000000001100010000000001000000000000,
coco_666,True,201,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,css:0011111110010100001111101111000110101/0010000101000010111000000000001100010/0001000001000000111111110100001010010/1000010010011001000011000000011000011/1000100010011001000010000000001100001/0000000001010000010000000100000101110/1001011101001101101001101011000110110/0010110101101011000001101000010101010/0000011100100010000000001000110000000/0100001000000100000000000000100000000/1000000000000000000010010010000000000/1011011101001101111001101110000111010/1011011101010101011101101011001110111/0011110101101011111111111100011111010/0000010000001011010101111111011111000/0010000101110000010100000101000110010/0010110100101011001110011000011111000/0010011101000010111000000000111100010|1111100101101011111110111110111011000/0011101000010000000101000100101101110/0111011100110010101100011011000111100/0000000001000000000001100000000000010/0001000111001011101101100000000000011/0001101000000000110001000100100100010/0011011100010010011000000000111001100/0000000100110010100100001101001000000/0000101000000000000001000000100100010/0101101000010000110011000110011000010/1101000000011100110011000100001001111/0101011001010000000110000111000001110/1100101000010100000010000000101100000/0100100000010100100101000101001100010/0001000111101001100101100000000010011/1000011001000000000011110010110000010/0100000100010010011110000110111100000/1010000000000100010001000111110101110,
coco_666,True,94,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,css:0001000001000010000001001010000000000/0110000010100011011010001001000000001/0101000000001010001000000001000001100/1000000100000000000100000000000100000/1100000001101011011011101001000101011/0101101000111100001111100100001111110/1101100001011000011100011010111001100/0100100000001001000010100000001000001/1000001100101000000010100100111001000/0100100000000101000100000100101101000/1000100001011000011111011010111000000/0000000000000001000000000000110000001/0100000000101001011010100001000000001/0101100100011011011110010000011001000/0000000000001000010000100001000000000/1010000000001010110001100001000101010/1000000100101100000010100000111011000/1110010110000001100000000000100001000|0110110011001011100011111000001000101/1111001101000101100000011110100011100/0010010011000010100001011000000000100/1010111011011110101101101000010001001/0110001000000111100101010100100111100/1011000001100001101110001010010000010/0111000001000001100100011010100101100/1000000111010000101011100001000000010/1000011010010010011010010111001101000/0000100000000100000000000100001000000/0110000001000000100100001000010101001/0110010011100011101011011000000000101/0011000101100000101010001010100100011/0000000000000010011011100000000000000/0000000000000001000000000000110000001/0101101000000000000100010010011111101/0000011110000010011101000101011001011/0000011110010010011001000101011101001,
coco_666,False,89,37,1,success,css:0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011|0000100000100010101000001000000000000/0000010000001001000100000000000000000/0000000000000000010011000000000100000/0000000000000000000000100100000000011/0001000000000000000000110010010000001/1000001000000000000000000000000011000/0000000001000001000100000000100000000/1000000000000000100000001010010010000/0110000000000000000000000001001000000/0110000110010000000000000000000000100/0000100010000010000000000000000000100/0000000000100000011001000000000000000/1001011000001000000000000000010000000/0010000000010100000000000000001000000/0000000100010100000000110100000000000/0000000110000010100000010010000000000/0000000000000000001001001000000111000/0001010001000001000000000000000000011,stb:00001000001000101010000010000000000000000000000000000000000000000000000000/00000100000010010001000000000000000000000000000000000000000000000000000000/00000000000000000100110000000001000000000000000000000000000000000000000000/00000000000000000000001001000000000110000000000000000000000000000000000000/00010000000000000000001100000100000010000000000000000000000000010000000000/10000010000000000000000000000000110000000000000000000000000000000000000000/00000000010000010001000000001000000000000000000000000000000000000000000000/10000000000000001000000010000100100000000000000000000000000000010000000000/01100000000000000000000000010010000000010000000000000000000000000000000000/01100001100100000000000000000000001000010000000000000000000000000000000000/00001000100000100000000000000000001000000000000000000000000000000000000000/00000000001000000110010000000000000000000000000000000000000000000000000000/10010110000010000000000000000100000000000000000000000000000000000000000000/00100000000101000000000000000010000000010000000000000000000000000000000000/00000001000101000000001101000000000000000000000000000000000000000000000000/00000001100000101000000100000000000000000000000000000000000000010000000000/00000000000000000010010010000001110000000000000000000000000000000000000000/00010100010000010000000000000000000110000000000000000000000000000000000000/00000000000000000000000000000000000000000100000100010101000001000000000000/00000000000000000000000000000000000000000010000001001000100000000000000000/00000000000000000000000000000000000000000000000000000010011000000000100000/00000000000000000000000000000000000000000000000000000000000100100000000011/00000000000000000000000000100000000000001000000000000000000110000010000001/00000000000000000000000000000000000001000001000000000000000000000000011000/00000000000000000000000000000000000000000000001000001000100000000100000000/00000000000000000000000000100000000001000000000000000100000001000010010000/00000000000000000000000000000000000000110000000000000000000000001001000000/00000000000000000000000000000000000000110000110010000000000000000000000100/00000000000000000000000000000000000000000100010000010000000000000000000100/00000000000000000000000000000000000000000000000100000011001000000000000000/00000000000000000000000000000000000001001011000001000000000000000010000000/00000000000000000000000000000000000000010000000010100000000000000001000000/00000000000000000000000000000000000000000000100010100000000110100000000000/00000000000000000000000000100000000000000000110000010100000010000000000000/00000000000000000000000000000000000000000000000000000001001001000000111000/00000000000000000000000000000000000000001010001000001000000000000000000011,
